"no_of_shares","no_of_words_in_title","no_of_words_in_text","no_of_unique_words_in_text","no_of_links","no_of_images","no_of_videos","average_word_length"
3100,7,307,0.589403971558,3,1,0,4.70684039088
2200,8,521,0.498054473739,10,1,0,5.03838771593
2600,12,191,0.582887697418,7,1,0,4.18848167539
1000,8,90,0.752808980306,3,1,1,4.17777777778
1100,12,98,0.79166665842,4,0,1,4.73469387755
1500,11,617,0.482233501722,7,1,1,4.10696920583
1700,10,302,0.62152777562,3,1,0,4.50331125828
5400,10,239,0.630901284846,3,1,0,4.64016736402
3200,11,303,0.579999998067,4,1,1,4.55445544554
4200,10,395,0.555837562041,3,1,0,4.84556962025
4700,10,592,0.510204080765,17,1,0,4.70945945946
1800,10,320,0.583870965858,1,0,0,4.6875
1800,9,163,0.736196314502,3,0,0,4.64417177914
1100,6,207,0.694174753912,7,0,0,4.82125603865
1900,8,176,0.697674414548,4,0,0,4.90340909091
3100,9,265,0.586206894306,7,1,1,4.51698113208
2400,12,95,0.7894736759,4,0,0,4.62105263158
979,10,106,0.716981125311,5,0,0,4.16037735849
1200,9,796,0.510178116399,1,0,0,4.96984924623
5100,12,595,0.547038326573,25,1,0,4.83697478992
2000,8,407,0.598522166013,11,0,1,4.59213759214
1500,10,649,0.485271317077,10,1,0,4.85053929122
1100,10,272,0.549815496126,7,1,1,4.375
1000,14,364,0.541076485719,2,1,0,4.37087912088
1100,8,349,0.580174925422,8,1,0,4.60744985673
1600,8,786,0.50771208161,9,1,0,4.75954198473
1100,11,158,0.732484071768,3,0,1,4.98101265823
1700,6,671,0.493975902871,9,1,0,4.71385991058
765,10,366,0.530386738866,6,0,0,4.24316939891
1000,8,633,0.516556290536,14,1,0,4.50394944708
668,10,305,0.571428569485,3,1,0,4.73114754098
2200,10,676,0.440601503097,2,1,0,4.67603550296
495,11,366,0.524861877003,5,1,0,4.2650273224
485,13,140,0.770370364664,6,0,1,4.45714285714
1400,9,679,0.51999999923,13,1,1,4.66568483063
2800,12,531,0.473384029518,5,1,0,4.22975517891
849,11,278,0.587591238731,4,0,1,4.44244604317
2100,10,386,0.529870128494,4,1,0,4.60880829016
1000,11,207,0.665024627266,8,0,0,4.66183574879
429,10,200,0.624999996745,6,0,1,4.395
494,12,212,0.660098518916,4,0,1,4.47641509434
1300,11,1381,0.459636363302,14,0,0,5.2433019551
952,10,384,0.606469001061,11,1,0,4.796875
854,11,127,0.692913380371,6,0,0,4.08661417323
1100,10,316,0.552715653186,9,1,0,4.30696202532
1200,9,242,0.570212763531,2,0,0,4.48347107438
1500,9,413,0.579852578428,9,0,1,4.63196125908
1900,10,205,0.618556697842,1,1,0,4.20487804878
816,9,202,0.508196718534,1,0,2,4.20792079208
1100,10,534,0.516007531985,5,1,0,4.42134831461
1600,9,490,0.432377048294,8,0,1,4.50204081633
1100,7,726,0.471248246183,9,1,0,5.15564738292
1500,12,973,0.495850621892,19,1,0,4.9825282631
2100,9,711,0.476661951235,6,1,0,5.05907172996
735,8,207,0.556650243563,4,1,0,4.77777777778
1700,11,734,0.464632454279,17,1,0,4.52997275204
1200,6,320,0.53124999834,5,1,1,4.24375
4200,9,240,0.656652357697,5,1,0,4.2375
842,9,507,0.540983605449,9,1,0,4.65088757396
1600,11,236,0.598290595734,6,0,0,4.82203389831
492,10,406,0.565989846279,4,1,0,4.41625615764
981,13,93,0.804347817344,5,0,1,4.01075268817
604,10,192,0.631578944044,3,0,1,4.78645833333
1500,11,302,0.643333331189,9,1,0,4.78145695364
1500,12,733,0.444747611944,3,1,0,4.5102319236
2600,9,204,0.65174129029,3,0,2,4.38725490196
2700,11,183,0.637362633861,6,0,1,4.7868852459
1400,9,303,0.644067794427,3,1,0,4.39273927393
416,10,455,0.51793721857,11,1,0,4.85274725275
962,7,456,0.5132158579,1,1,0,4.47587719298
753,9,367,0.605633801111,6,0,0,4.44141689373
566,9,371,0.640540538809,17,1,0,5.07547169811
1300,13,207,0.638613858225,6,0,1,4.63285024155
2100,10,1060,0.427751195763,12,1,0,4.95566037736
1400,9,197,0.619289336958,3,1,0,4.64974619289
1500,7,176,0.6878612677,4,0,0,4.40340909091
824,12,158,0.658227843935,7,0,0,4.28481012658
2100,9,228,0.575221236393,1,1,0,4.97807017544
754,6,301,0.594684383406,2,0,1,4.55481727575
2000,10,825,0.448359659237,11,1,0,4.8303030303
3300,10,554,0.500904158226,8,1,0,4.58483754513
768,11,206,0.591836731674,5,0,1,4.84951456311
2800,9,273,0.590909088671,10,1,0,4.95604395604
2900,10,397,0.53746769887,19,1,0,5.10579345088
526,12,833,0.478048779905,10,1,0,4.68067226891
1700,10,605,0.511904761034,12,0,1,4.6347107438
920,12,208,0.647959180368,6,1,0,4.78365384615
2100,7,415,0.506082723829,3,1,0,4.37108433735
1700,7,402,0.569651739876,6,1,0,5.1368159204
1100,7,186,0.655913974968,4,1,0,5.01612903226
786,10,372,0.566951565336,3,1,1,4.95698924731
4100,13,283,0.555147056783,6,1,0,4.27915194346
1200,10,151,0.728476816368,6,1,0,4.92715231788
1100,9,849,0.470728792747,14,1,0,4.75265017668
1100,7,233,0.557939911768,4,1,1,4.66094420601
1200,10,290,0.479310343175,2,1,0,4.51724137931
2000,7,393,0.544757031855,3,1,1,4.50890585242
5500,11,232,0.556034480362,3,1,1,4.02586206897
674,10,261,0.625984249504,5,1,0,5.09961685824
576,10,515,0.554240630071,9,0,0,4.37281553398
765,9,197,0.690721645924,4,0,0,4.57360406091
3800,10,317,0.574603172779,2,0,1,4.20504731861
2900,10,1369,0.393983858845,0,1,0,4.41563184806
2200,9,965,0.431578946914,13,1,0,4.72124352332
1500,8,271,0.635687729979,8,0,0,4.57564575646
3000,8,387,0.544736840672,5,1,0,4.42377260982
1400,11,323,0.575471696304,2,0,1,4.56346749226
3500,12,296,0.584459457485,4,1,0,4.82094594595
2000,9,1048,0.431730768816,12,1,0,4.74332061069
2600,7,305,0.619999997933,4,1,0,4.40655737705
1300,11,117,0.683760677917,5,0,0,4.47863247863
2000,8,163,0.570469794829,5,1,0,4.74846625767
1700,8,1137,0.416077738148,20,1,0,4.79243623571
2300,11,414,0.525925924627,3,1,0,4.73188405797
1400,8,247,0.574380162916,5,1,1,4.91902834008
2300,12,659,0.452054793832,6,1,0,5.16084977238
849,10,282,0.548387094809,4,1,2,4.30141843972
1300,7,980,0.447422679951,20,1,0,4.9
2000,11,309,0.485342017963,3,1,0,4.32038834951
1100,8,218,0.530232555673,1,1,0,4.76146788991
574,10,335,0.542424240781,14,1,0,4.9552238806
1300,9,629,0.475884243608,2,1,0,4.52464228935
909,10,142,0.765957441376,1,1,0,5.09154929577
4400,10,927,0.445901638857,13,1,0,4.57173678533
578,9,316,0.552542371008,4,1,0,5.21202531646
948,8,457,0.517699113899,12,1,0,4.57111597374
2200,13,327,0.613636361644,3,1,0,4.74923547401
1000,5,297,0.630508472439,5,1,0,4.90235690236
626,9,224,0.627272724421,7,1,0,4.83035714286
2000,8,195,0.699481861661,2,1,0,5.24615384615
3200,6,639,0.431818181117,2,1,0,4.51643192488
1500,10,280,0.529629627668,3,1,0,4.71071428571
1100,12,235,0.633928568599,3,0,2,4.50212765957
1600,11,227,0.657657654695,12,0,0,4.54185022026
1800,7,135,0.701492532078,3,1,0,4.83703703704
3300,11,303,0.601328901657,3,1,0,4.23432343234
1200,12,646,0.466458657619,4,1,1,4.75851393189
1600,8,614,0.540362437331,6,1,0,4.49022801303
2000,10,311,0.577419352976,1,0,1,4.41479099678
937,15,302,0.585858583886,5,1,0,4.65894039735
880,9,135,0.733333327901,2,0,1,4.45925925926
1900,9,550,0.512820511881,6,1,0,4.53090909091
2400,10,297,0.667820066893,7,1,0,4.88215488215
4000,10,374,0.516042779369,7,1,0,4.68449197861
707,13,201,0.649746189595,9,0,1,4.61194029851
1000,10,226,0.619909499457,8,0,0,4.54867256637
1400,7,209,0.701492533823,11,1,0,4.98086124402
654,10,225,0.681614346719,5,1,0,5.17777777778
492,8,682,0.474852070303,16,1,0,4.92815249267
2100,8,145,0.710344822687,4,0,0,4.79310344828
890,8,1286,0.336193447476,6,1,0,4.24805598756
2800,11,147,0.737931029394,4,0,0,4.54421768707
3200,12,106,0.705882346021,3,0,1,4.87735849057
977,9,505,0.567999998864,7,1,0,5.36435643564
1700,12,378,0.599999998356,13,1,0,4.96560846561
1600,7,170,0.738095233702,4,1,0,5.09411764706
1100,7,175,0.65294117263,8,1,0,4.43428571429
923,10,405,0.4987405529,4,1,0,4.34074074074
1200,11,477,0.628318582681,13,1,0,5.18658280922
3900,8,126,0.72357722989,7,0,0,4.52380952381
1700,8,450,0.533482141666,5,1,0,5.09555555556
2300,12,373,0.509641871874,6,1,0,4.95710455764
1500,10,771,0.439516128442,6,1,0,4.96627756161
3100,11,258,0.545816730893,9,0,0,4.46899224806
1800,10,188,0.666666662835,4,1,0,4.67553191489
906,11,331,0.607902733715,2,1,0,4.61329305136
629,10,279,0.566787001564,4,1,0,4.45519713262
612,13,261,0.599999997647,2,1,0,4.70498084291
947,8,258,0.608527129424,13,0,1,5.0503875969
1400,11,335,0.628048778573,7,0,1,4.65074626866
726,8,386,0.612987011395,6,1,0,4.49481865285
1600,9,365,0.664804467417,16,1,0,4.94246575342
1300,9,739,0.476060190867,13,1,0,4.68335588633
2400,12,293,0.541095888558,5,1,0,4.61433447099
1100,11,201,0.6999999965,8,0,0,4.21393034826
3400,8,694,0.502890172684,11,0,1,4.78242074928
1400,9,911,0.414027148853,11,1,0,4.48188803513
675,13,107,0.77570092733,6,0,0,4.48598130841
1200,10,372,0.591160219361,4,1,0,4.9623655914
1600,9,166,0.680722887466,7,1,0,4.68674698795
1200,9,481,0.58909853126,8,1,0,5.13929313929
1400,8,370,0.543243241775,6,1,1,4.84864864865
698,11,160,0.68789808479,1,0,1,4.5625
488,13,472,0.568584069539,9,1,0,4.83898305085
2300,9,211,0.63414633837,5,0,1,4.35071090047
1100,9,250,0.583673467005,8,1,0,4.336
2500,9,1096,0.436515291532,15,1,0,5.0802919708
3400,8,260,0.589147284538,3,1,0,4.60769230769
3200,10,814,0.462205699551,11,1,0,4.41646191646
1400,12,94,0.784946228119,3,1,0,5.15957446809
1500,10,215,0.616822427024,3,1,1,4.51627906977
926,12,133,0.766917287467,1,0,1,4.59398496241
1000,9,135,0.69841269287,2,1,0,4.25185185185
1100,13,239,0.601731599127,5,1,0,4.52719665272
2600,10,611,0.504950494216,10,1,0,4.91325695581
541,12,198,0.653061221158,4,0,1,4.65656565657
855,13,173,0.676470584256,6,0,1,5.1676300578
2400,11,194,0.616580307686,3,0,1,4.81443298969
838,9,342,0.570588233616,4,1,0,5.03801169591
5000,9,210,0.583732054623,6,1,0,4.80476190476
3800,7,183,0.618784526968,7,0,0,4.6174863388
1100,13,800,0.462311557208,4,1,0,4.73
1200,9,523,0.55831739855,5,1,0,4.73231357553
1400,11,371,0.562499998471,9,0,0,4.55525606469
1200,12,977,0.437052200167,13,1,0,4.09211873081
3500,10,109,0.682242984278,2,0,1,4.22935779817
4200,12,134,0.684615379349,3,1,0,4.4328358209
1600,8,268,0.680608362431,4,0,1,5.33582089552
1600,7,385,0.569190599036,10,1,0,4.90909090909
1700,7,446,0.549327353028,6,1,0,4.59865470852
679,10,168,0.689873413355,4,0,0,4.8630952381
805,7,517,0.458752514167,3,1,1,4.32882011605
793,8,719,0.397694523923,11,0,1,4.80806675939
2500,8,818,0.418633539853,4,1,0,4.34107579462
2700,12,231,0.637168138774,7,0,0,4.30735930736
4300,11,434,0.581176469221,13,1,0,4.74423963134
676,12,979,0.413934425805,18,1,0,4.59346271706
2200,9,292,0.599999997931,9,1,0,4.71917808219
1700,12,196,0.663265302738,2,0,0,4.62755102041
2600,12,276,0.570370368258,6,1,0,4.53623188406
3100,13,422,0.545673075611,7,0,0,4.3317535545
4300,9,193,0.694300514537,8,1,0,5.16062176166
2300,8,240,0.644351461739,5,1,1,4.75833333333
2100,9,213,0.661904758753,8,1,0,5.04694835681
2800,8,231,0.666666663743,2,0,0,5.03896103896
1500,13,259,0.524193546273,4,1,0,4.2972972973
4700,9,192,0.703124996338,5,1,0,4.97916666667
1900,8,1061,0.422748814765,6,1,0,5.05089538172
2400,9,1293,0.442246835093,8,1,0,4.90023201856
1600,10,214,0.608490563167,2,0,2,4.51869158879
1400,5,311,0.579288024015,7,1,0,4.78778135048
1800,13,321,0.607476633622,8,1,1,4.47040498442
1700,8,614,0.537704917151,10,1,0,4.63843648208
1200,7,178,0.721590904991,4,0,1,4.53370786517
1900,9,864,0.440334128353,8,1,0,4.88541666667
4100,5,1059,0.4076923073,15,1,0,4.69688385269
3900,8,368,0.593922650293,5,1,0,5.08695652174
4200,13,216,0.658878501594,8,0,0,4.25925925926
1200,9,845,0.499378881367,0,0,0,4.7325443787
858,9,630,0.49761526153,10,1,0,4.73650793651
672,7,343,0.627627625743,8,1,0,4.73469387755
1600,12,295,0.55813953272,5,1,0,4.22033898305
608,11,1031,0.426484907082,4,1,0,4.49757516974
770,9,284,0.553113551087,10,1,0,4.61971830986
2100,11,275,0.537037035048,3,1,0,5.29090909091
1700,10,263,0.626459141531,6,0,0,4.34220532319
1100,8,221,0.652777774756,6,1,0,4.27149321267
698,11,403,0.61460957024,8,1,1,4.6699751861
1700,8,357,0.576704543816,3,0,1,4.56582633053
2800,10,302,0.581395346906,3,0,1,4.34768211921
531,8,220,0.624999997106,4,1,0,4.71818181818
1600,8,1221,0.403716215875,9,1,0,4.67731367731
456,10,228,0.653508769064,9,1,0,4.68421052632
1800,10,976,0.41400617877,16,1,0,4.26536885246
3200,11,896,0.460585585067,12,1,0,5.10714285714
2300,11,317,0.51465797878,5,1,1,4.34069400631
620,11,248,0.590909088467,9,0,1,4.70564516129
766,9,209,0.597014922403,6,1,0,4.80861244019
2700,11,147,0.64084506591,3,1,0,4.76870748299
944,9,378,0.613079017403,3,0,1,4.29894179894
1600,9,462,0.513452913647,9,0,0,4.65151515152
1400,9,173,0.653179186976,3,1,0,4.47398843931
1100,9,700,0.451094889852,12,1,0,4.43
2400,14,127,0.740157474487,3,0,0,4.44094488189
798,11,190,0.698924727425,8,0,1,4.03684210526
1400,10,179,0.699999995882,1,0,1,4.27932960894
2800,8,137,0.738805964636,2,0,1,4.63503649635
3600,11,1307,0.434445306102,14,1,0,4.70007651109
1100,11,170,0.636904758114,3,0,1,4.38235294118
597,10,566,0.584392013458,2,1,0,4.63074204947
902,10,509,0.533464565879,6,1,0,4.89390962672
5200,10,173,0.653846149655,2,1,0,4.24855491329
3500,8,307,0.570491801408,8,1,0,4.92182410423
1900,10,577,0.478947367581,6,1,0,5.03986135182
384,8,128,0.692913380371,4,0,1,4.7109375
2600,10,283,0.577060929831,4,1,0,4.51943462898
640,10,765,0.473684209903,6,1,0,5.11111111111
751,9,804,0.471482889136,6,1,0,4.76741293532
1800,10,320,0.537735847366,4,1,0,4.64375
857,9,381,0.595744679267,9,1,0,5.29133858268
783,7,562,0.519713260717,9,1,0,4.56049822064
1000,11,272,0.643122674189,7,1,0,4.69485294118
694,8,226,0.616504851376,0,1,0,4.01769911504
2000,13,595,0.494097806924,5,1,0,4.5781512605
1500,10,192,0.574468082051,7,1,0,4.94270833333
5200,11,258,0.635294115156,6,1,0,4.63178294574
4400,7,607,0.503378377528,8,1,0,4.49093904448
1500,9,541,0.517690874269,6,1,0,4.86691312384
1400,6,736,0.521126759829,21,0,1,5.02309782609
1400,10,209,0.622009566402,3,1,0,4.57416267943
3100,12,210,0.642512074191,2,0,1,4.15714285714
482,10,1359,0.400593471513,13,1,0,4.57395143488
2100,9,130,0.664062494812,5,1,0,4.29230769231
1700,10,224,0.693693690569,4,1,0,5.08035714286
581,10,392,0.593350382114,9,1,1,4.76275510204
1700,9,533,0.558712120154,13,1,0,5.16885553471
1800,6,560,0.536936935969,11,1,1,4.64285714286
1900,9,725,0.519498606519,5,1,0,4.42344827586
2500,10,606,0.491525422896,10,1,0,4.55940594059
1000,12,212,0.497536943362,1,1,0,4.24528301887
1300,11,404,0.625654448624,15,1,0,4.77475247525
1700,9,328,0.669753084353,5,1,1,4.96951219512
947,10,175,0.688622750368,5,1,0,4.65142857143
1300,10,311,0.605177991569,8,1,0,4.6270096463
506,10,255,0.65338645158,11,1,1,5.14117647059
2800,9,489,0.54526748859,7,1,0,4.55828220859
741,8,685,0.485207099874,11,0,0,5.0598540146
634,10,303,0.60750853035,7,1,1,5.0495049505
972,11,854,0.480427045693,13,1,0,4.6206088993
790,10,169,0.621301771472,0,0,1,4.89940828402
1700,12,465,0.568965516015,8,1,0,4.70107526882
1800,6,306,0.555921050803,3,1,0,4.55555555556
994,13,111,0.733944947395,4,0,0,4.64864864865
789,8,647,0.51552794951,17,1,0,5.11128284389
1900,15,159,0.696202527239,4,0,1,4.23899371069
1700,10,174,0.643274850039,4,1,0,5.12643678161
1400,7,247,0.647058820358,6,1,0,4.46558704453
2100,9,517,0.493041748523,7,1,0,4.72147001934
2100,11,302,0.634812284523,7,0,1,4.49668874172
1600,10,422,0.605063289607,9,1,0,4.75592417062
880,7,670,0.472263867358,6,1,0,5.08656716418
1500,10,439,0.506944443271,3,1,0,5.01822323462
1900,11,224,0.635514015722,5,1,0,4.45982142857
1000,12,495,0.555555554412,8,1,0,5.11515151515
3800,12,377,0.60266666506,4,1,1,4.86206896552
2100,11,792,0.456632652479,13,1,0,4.49242424242
873,9,606,0.504983387865,8,1,0,5.10891089109
2400,11,261,0.584980234842,6,1,0,5.04597701149
837,7,156,0.686666662089,4,0,1,4.62820512821
2200,13,239,0.557446806139,6,1,0,4.51046025105
1300,10,202,0.66666666335,5,0,0,4.65346534653
2300,9,278,0.62545454318,3,1,0,4.46043165468
1200,10,258,0.669322706497,11,0,0,4.90697674419
1200,12,135,0.738805964636,2,0,2,4.60740740741
806,12,357,0.576811592531,12,1,0,4.43417366947
1300,9,488,0.529288701822,9,1,0,4.93032786885
1500,10,484,0.62033194892,12,1,0,5.01033057851
1800,14,179,0.598837205821,3,0,1,4.40223463687
1000,10,195,0.64583332997,3,1,0,4.71794871795
1000,10,354,0.622857141078,8,1,0,4.69209039548
2600,12,178,0.573863633103,3,1,0,4.6404494382
1200,8,791,0.468869122657,16,1,0,4.78761061947
1200,10,241,0.631355929528,9,1,0,4.30705394191
1400,7,567,0.483695651298,7,1,0,4.64021164021
1500,6,202,0.5742574229,5,1,0,4.84158415842
2900,7,482,0.546777545641,10,1,0,4.73029045643
3100,9,346,0.607784429318,5,1,0,4.70231213873
840,8,495,0.551229507067,4,1,0,4.82424242424
1300,12,291,0.558620687729,4,1,0,4.67010309278
1700,13,103,0.737864070506,5,0,0,4.47572815534
3100,8,438,0.518604649957,5,1,0,5.02739726027
2700,13,267,0.635338343476,7,0,0,4.50561797753
1300,10,1072,0.451219511772,11,1,0,4.70615671642
3800,11,239,0.579439249629,7,1,0,4.53556485356
2900,9,468,0.555793990224,5,1,0,4.8547008547
1400,10,144,0.737588647251,11,0,1,4.77777777778
2200,10,314,0.566225163688,10,1,0,4.9872611465
731,9,415,0.600973234548,7,0,1,5.24337349398
1200,9,551,0.543119265058,9,1,0,5.14882032668
1000,9,692,0.491304347114,3,1,0,4.81358381503
1000,8,98,0.795918359225,3,0,1,5.11224489796
956,11,499,0.549473683054,13,1,0,4.96593186373
1500,9,187,0.682795695254,14,1,0,5.21390374332
2900,12,661,0.426605503935,4,1,0,4.75642965204
1700,13,102,0.762376230075,4,0,0,4.79411764706
3500,10,1015,0.388560157408,3,1,0,4.65812807882
2400,10,329,0.61042944598,10,1,0,4.84194528875
2000,12,757,0.535422342595,15,1,0,4.83091149273
1400,11,301,0.541806018255,9,1,0,5
2500,10,696,0.500729926276,10,1,1,4.58333333333
1400,13,210,0.694174753912,4,1,0,5.08571428571
1400,14,161,0.666666662309,7,1,0,4.37888198758
2700,10,1366,0.36791758619,6,1,0,4.41727672035
1400,8,615,0.480475381188,10,1,0,4.74959349593
838,9,250,0.741666663576,9,1,0,4.528
897,12,94,0.741935475893,4,1,0,4.34042553191
719,11,341,0.484745761069,9,1,1,3.9853372434
1300,7,257,0.645161287721,1,1,0,4.66926070039
1300,10,300,0.581081079118,8,1,0,4.71666666667
1400,12,144,0.755244749963,3,0,1,4.97916666667
1100,14,202,0.664921462487,8,1,0,4.93069306931
2500,11,426,0.63438256505,14,0,1,5.01643192488
5100,9,1175,0.410102739375,15,1,2,4.45191489362
1600,11,132,0.72093022697,5,0,0,4.43181818182
1300,8,410,0.488997553817,5,0,0,4.4487804878
1200,8,555,0.515482694872,13,1,0,4.68828828829
1700,10,329,0.599378880126,7,0,0,4.53799392097
1900,7,90,0.799999991111,4,0,0,4.72222222222
2300,9,1096,0.371219064738,17,1,0,4.43339416058
1500,10,598,0.41471571837,6,1,1,4.09866220736
1400,7,1396,0.455402465225,11,1,0,4.45200573066
3200,10,486,0.469979295093,5,1,0,4.40329218107
1100,10,387,0.591029022187,4,0,1,4.86046511628
3300,11,824,0.420537896796,15,1,0,3.97815533981
2100,10,538,0.538899429717,4,0,0,4.28810408922
1300,9,95,0.799999991579,4,0,0,4.78947368421
1700,11,933,0.383531960581,6,1,0,4.73740621651
1000,10,192,0.599999996667,4,1,0,4.26041666667
2600,12,490,0.522448978526,8,1,0,4.75306122449
1000,11,653,0.412942988578,6,1,0,4.32924961715
3000,8,418,0.543269229463,10,1,0,4.96889952153
2400,9,190,0.624309388816,5,1,1,4.45263157895
2000,10,203,0.694999996525,2,1,0,4.54187192118
3100,9,622,0.432475883549,3,1,0,4.71061093248
973,9,109,0.784313717801,6,1,0,4.76146788991
2200,6,725,0.520718231325,12,1,0,4.70068965517
3100,11,350,0.566860463468,4,1,0,4.5
1700,7,298,0.5993031338,7,1,0,4.41275167785
1400,11,336,0.552870088964,7,0,0,4.66666666667
2500,9,158,0.666666662222,4,1,0,4.60126582278
3400,6,397,0.571065988398,9,0,1,4.5314861461
1700,8,148,0.662162157688,5,0,0,4.97972972973
1500,10,262,0.640316203003,7,1,0,4.35877862595
1800,9,998,0.483870967254,2,1,0,4.38877755511
1400,13,876,0.375570775827,5,1,0,4.44406392694
1100,10,308,0.621262456408,9,1,1,4.86038961039
902,10,115,0.799999993043,6,0,0,4.8347826087
3500,11,294,0.651877130881,7,1,0,4.73129251701
2000,10,279,0.660516602729,8,0,0,4.65949820789
4100,7,468,0.566371680163,7,1,0,5.09829059829
1300,12,383,0.517426272071,2,1,0,4.6135770235
1400,11,392,0.515463916197,4,1,0,4.69387755102
2900,8,163,0.619631898039,1,0,1,4.41104294479
3400,10,309,0.582524269959,3,1,0,5.04207119741
1900,12,563,0.484848483984,4,1,0,4.57371225577
1100,12,554,0.493670885183,2,1,0,4.63537906137
2300,10,363,0.616666664954,9,1,0,4.72451790634
1400,10,1153,0.401396160208,4,1,1,4.3894189072
1900,11,312,0.573770489922,4,1,0,4.38461538462
2000,13,279,0.573476700453,3,1,0,4.82078853047
2000,11,149,0.743055550395,4,0,0,4.51677852349
1300,11,880,0.432113340694,13,1,0,5
2400,10,136,0.727941171118,5,0,0,4.95588235294
1800,13,301,0.697986574839,14,1,0,4.70764119601
3100,10,578,0.453097344331,14,1,0,4.98442906574
3600,11,1077,0.406922356963,4,1,1,4.38068709378
1500,12,149,0.664383557093,1,1,1,4.13422818792
4000,14,252,0.618473893098,5,0,1,4.68253968254
3800,13,339,0.567164177411,3,1,0,4.6784660767
2000,16,205,0.640394085515,7,0,1,4.18048780488
3500,12,1061,0.384324834387,9,1,1,4.48256361923
3400,13,625,0.456730768499,1,1,0,4.2576
1300,8,599,0.524534686084,3,1,0,4.67612687813
1400,12,417,0.517985610269,4,1,0,4.11510791367
1800,9,256,0.619607840707,2,0,1,4.64453125
1200,11,190,0.693121689454,3,0,1,4.62631578947
1600,8,150,0.671140935093,9,1,0,4.14666666667
3500,12,255,0.65999999736,5,1,0,4.46274509804
1500,9,328,0.617737001169,2,1,0,4.65243902439
935,10,172,0.691860461094,2,0,0,4.39534883721
1400,9,1116,0.462107208445,2,0,0,4.77329749104
1400,11,274,0.544444442428,9,1,1,4.12773722628
894,10,255,0.611999997552,4,1,0,4.65882352941
1400,10,242,0.696581193604,7,0,0,5.0041322314
1100,13,337,0.561561559875,12,0,1,4.69139465875
4300,12,283,0.570921983791,3,0,1,4.24028268551
5000,9,127,0.67999999456,4,0,1,4.49606299213
1400,12,172,0.65294117263,3,0,1,4.71511627907
1500,9,432,0.460465115208,8,1,0,4.42824074074
3300,9,111,0.728971955804,3,1,0,4.62162162162
1600,11,538,0.579365078216,9,1,0,4.82342007435
1700,10,269,0.657894734369,6,0,0,4.53903345725
3100,7,223,0.63228699268,5,0,1,4.58295964126
864,9,645,0.47507788088,7,1,0,5.10697674419
2300,8,303,0.598006642532,2,1,1,4.71617161716
1600,7,242,0.589743587223,7,1,0,4.3305785124
1100,9,379,0.586956520144,13,1,0,5.25593667546
3100,8,174,0.724550893865,1,1,0,4.38505747126
2900,11,228,0.633027520032,5,1,0,4.62719298246
980,11,687,0.501470587498,11,1,0,4.79475982533
1200,11,178,0.655172410028,3,1,0,4.82584269663
4200,11,222,0.590909088223,6,0,1,4.41441441441
2100,10,804,0.423366833639,6,1,1,4.76741293532
2500,10,278,0.614814812538,10,1,0,4.69064748201
1000,9,176,0.627906973094,5,1,1,4.42045454545
1000,11,187,0.701657454687,3,1,0,4.79144385027
802,11,124,0.764227636063,4,0,0,4.74193548387
638,8,304,0.594684383406,5,1,0,4.70065789474
2300,7,199,0.729591833012,6,1,0,4.54773869347
5400,9,608,0.486798679065,6,1,1,4.34210526316
815,13,168,0.706586822116,4,1,0,5.02976190476
3400,9,327,0.599999998154,4,1,1,4.83180428135
2200,7,143,0.65671641301,2,1,1,4.1958041958
1100,8,455,0.558241757015,2,1,0,4.61098901099
1800,9,245,0.673469385006,13,1,1,4.50612244898
1300,6,222,0.677272724194,8,1,0,5.01351351351
1400,10,416,0.524390242623,3,1,0,4.69951923077
3700,13,346,0.61583577532,10,0,0,4.61560693642
2500,13,156,0.751633982015,7,0,2,4.89743589744
2000,9,273,0.628676468277,3,1,0,4.7326007326
838,14,548,0.541899440332,11,1,1,4.59671532847
1000,11,192,0.631578944044,3,0,1,4.52604166667
597,9,460,0.550438595284,4,1,1,5.04130434783
674,9,454,0.530837003236,6,1,0,5.18281938326
1100,10,443,0.596371880734,5,1,0,4.9164785553
922,8,222,0.632558136593,7,0,1,4.72972972973
2300,10,158,0.746835438311,4,0,0,4.91772151899
720,10,478,0.557235419963,12,1,0,4.6820083682
1100,11,965,0.405010437991,3,1,0,4.53367875648
807,11,591,0.494880545231,4,1,0,4.43147208122
979,11,377,0.528301885368,3,1,1,4.75066312997
897,8,165,0.723926375927,5,0,1,4.70909090909
2500,13,428,0.495098038002,0,1,0,4.82009345794
4900,9,663,0.484018264103,10,1,0,4.54449472097
1400,10,380,0.541778974281,4,1,0,5.19736842105
816,7,428,0.637002340429,11,0,1,4.98130841121
800,10,236,0.648305081999,2,1,0,4.9406779661
2900,10,809,0.484394506262,14,1,0,4.58838071693
1200,10,287,0.617021274408,5,1,0,5.14285714286
1300,10,216,0.6465116249,5,0,0,4.97685185185
2900,9,879,0.446613087891,6,1,1,4.20705346985
1100,12,101,0.724489788526,7,0,0,4.47524752475
1300,10,1220,0.405785123632,11,1,1,4.8
951,7,201,0.66666666335,4,1,0,5.09950248756
983,10,388,0.531088081526,8,1,0,5.16494845361
2400,14,227,0.66363636062,5,1,0,4.96916299559
1500,12,531,0.501886791506,2,1,0,4.46327683616
1300,11,1049,0.471607314272,14,1,1,4.60629170639
1400,9,170,0.666666662551,6,1,0,4.52352941176
1500,8,112,0.761467882922,4,1,0,4.66071428571
496,8,204,0.631840792876,3,1,0,5.03921568627
